rows	columns	distances
20x_PL_DA10001	25x_Q5_DA10016	0.659083
20x_PL_DA10016	25x_Q5_DA10016	0.197179
20x_PL_DA10029	25x_Q5_DA10016	0.565261
20x_PL_DA10040	25x_Q5_DA10016	0.693962
20x_Q5_DA10001	25x_Q5_DA10016	0.654645
20x_Q5_DA10016	25x_Q5_DA10016	0.17898
20x_Q5_DA10029	25x_Q5_DA10016	0.562487
20x_Q5_DA10040	25x_Q5_DA10016	0.696291
25x_ACC_DA10001	25x_Q5_DA10016	0.636277
25x_ACC_DA10016	25x_Q5_DA10016	0.183116
25x_ACC_DA10029	25x_Q5_DA10016	0.522161
25x_ACC_DA10040	25x_Q5_DA10016	0.684356
25x_K_DA10001	25x_Q5_DA10016	0.646316
25x_K_DA10016	25x_Q5_DA10016	0.238596
25x_K_DA10029	25x_Q5_DA10016	0.564524
25x_K_DA10040	25x_Q5_DA10016	0.683559
25x_PHU_DA10001	25x_Q5_DA10016	0.62431
25x_PHU_DA10016	25x_Q5_DA10016	0.168639
25x_PHU_DA10029	25x_Q5_DA10016	0.535317
25x_PHU_DA10040	25x_Q5_DA10016	0.682152
25x_PL_DA10001	25x_Q5_DA10016	0.630985
25x_PL_DA10016	25x_Q5_DA10016	0.186187
25x_PL_DA10029	25x_Q5_DA10016	0.542707
25x_PL_DA10040	25x_Q5_DA10016	0.684629
25x_Q5_DA10001	25x_Q5_DA10016	0.635745
20x_ACC_DA10040	25x_Q5_DA10029	0.412128
20x_K_DA10001	25x_Q5_DA10029	0.464578
20x_K_DA10040	25x_Q5_DA10029	0.39052
20x_PHU_DA10001	25x_Q5_DA10029	0.465931
20x_PHU_DA10016	25x_Q5_DA10029	0.500608
20x_PHU_DA10029	25x_Q5_DA10029	0.164412
20x_PHU_DA10040	25x_Q5_DA10029	0.43556
20x_PL_DA10001	25x_Q5_DA10029	0.476473
20x_PL_DA10016	25x_Q5_DA10029	0.508937
20x_PL_DA10029	25x_Q5_DA10029	0.165403
20x_PL_DA10040	25x_Q5_DA10029	0.434077
20x_Q5_DA10001	25x_Q5_DA10029	0.47196
20x_Q5_DA10016	25x_Q5_DA10029	0.501355
20x_Q5_DA10029	25x_Q5_DA10029	0.16504
20x_Q5_DA10040	25x_Q5_DA10029	0.428441
25x_ACC_DA10001	25x_Q5_DA10029	0.442788
25x_ACC_DA10016	25x_Q5_DA10029	0.534139
25x_ACC_DA10029	25x_Q5_DA10029	0.168212
25x_ACC_DA10040	25x_Q5_DA10029	0.403901
25x_K_DA10001	25x_Q5_DA10029	0.474985
25x_K_DA10016	25x_Q5_DA10029	0.53376
25x_K_DA10029	25x_Q5_DA10029	0.192458
25x_K_DA10040	25x_Q5_DA10029	0.407452
25x_PHU_DA10001	25x_Q5_DA10029	0.45978
25x_PHU_DA10016	25x_Q5_DA10029	0.530749
25x_PHU_DA10029	25x_Q5_DA10029	0.155055
25x_PHU_DA10040	25x_Q5_DA10029	0.427753
25x_PL_DA10001	25x_Q5_DA10029	0.456262
25x_PL_DA10016	25x_Q5_DA10029	0.531255
25x_PL_DA10029	25x_Q5_DA10029	0.161876
25x_PL_DA10040	25x_Q5_DA10029	0.439028
25x_Q5_DA10001	25x_Q5_DA10029	0.463471
25x_Q5_DA10016	25x_Q5_DA10029	0.540234
20x_ACC_DA10040	25x_Q5_DA10040	0.237925
20x_K_DA10001	25x_Q5_DA10040	0.475096
20x_K_DA10040	25x_Q5_DA10040	0.217966
20x_PHU_DA10001	25x_Q5_DA10040	0.438916
20x_PHU_DA10016	25x_Q5_DA10040	0.698737
20x_PHU_DA10029	25x_Q5_DA10040	0.45096
20x_PHU_DA10040	25x_Q5_DA10040	0.222165
20x_PL_DA10001	25x_Q5_DA10040	0.471169
20x_PL_DA10016	25x_Q5_DA10040	0.706686
20x_PL_DA10029	25x_Q5_DA10040	0.456111
20x_PL_DA10040	25x_Q5_DA10040	0.228341
20x_Q5_DA10001	25x_Q5_DA10040	0.444462
20x_Q5_DA10016	25x_Q5_DA10040	0.70187
20x_Q5_DA10029	25x_Q5_DA10040	0.444921
20x_Q5_DA10040	25x_Q5_DA10040	0.19807
25x_ACC_DA10001	25x_Q5_DA10040	0.443231
25x_ACC_DA10016	25x_Q5_DA10040	0.710889
25x_ACC_DA10029	25x_Q5_DA10040	0.46758
25x_ACC_DA10040	25x_Q5_DA10040	0.197612
25x_K_DA10001	25x_Q5_DA10040	0.468911
25x_K_DA10016	25x_Q5_DA10040	0.701394
25x_K_DA10029	25x_Q5_DA10040	0.49343
25x_K_DA10040	25x_Q5_DA10040	0.214818
25x_PHU_DA10001	25x_Q5_DA10040	0.435925
25x_PHU_DA10016	25x_Q5_DA10040	0.702849
25x_PHU_DA10029	25x_Q5_DA10040	0.44224
25x_PHU_DA10040	25x_Q5_DA10040	0.183912
25x_PL_DA10001	25x_Q5_DA10040	0.418023
25x_PL_DA10016	25x_Q5_DA10040	0.710015
25x_PL_DA10029	25x_Q5_DA10040	0.447758
25x_PL_DA10040	25x_Q5_DA10040	0.191018
25x_Q5_DA10001	25x_Q5_DA10040	0.420513
25x_Q5_DA10016	25x_Q5_DA10040	0.684924
25x_Q5_DA10029	25x_Q5_DA10040	0.433386
20x_ACC_DA10040	30x_ACC_DA10001	0.370537
20x_K_DA10001	30x_ACC_DA10001	0.218891
20x_K_DA10040	30x_ACC_DA10001	0.362255
20x_PHU_DA10001	30x_ACC_DA10001	0.212378
20x_PHU_DA10016	30x_ACC_DA10001	0.61816
20x_PHU_DA10029	30x_ACC_DA10001	0.459925
20x_PHU_DA10040	30x_ACC_DA10001	0.414879
20x_PL_DA10001	30x_ACC_DA10001	0.228541
20x_PL_DA10016	30x_ACC_DA10001	0.608667
20x_PL_DA10029	30x_ACC_DA10001	0.465828
20x_PL_DA10040	30x_ACC_DA10001	0.400327
20x_Q5_DA10001	30x_ACC_DA10001	0.213655
20x_Q5_DA10016	30x_ACC_DA10001	0.605343
20x_Q5_DA10029	30x_ACC_DA10001	0.478442
20x_Q5_DA10040	30x_ACC_DA10001	0.427468
25x_ACC_DA10001	30x_ACC_DA10001	0.200089
25x_ACC_DA10016	30x_ACC_DA10001	0.60969
25x_ACC_DA10029	30x_ACC_DA10001	0.468302
25x_ACC_DA10040	30x_ACC_DA10001	0.380071
25x_K_DA10001	30x_ACC_DA10001	0.219057
25x_K_DA10016	30x_ACC_DA10001	0.603765
25x_K_DA10029	30x_ACC_DA10001	0.467699
25x_K_DA10040	30x_ACC_DA10001	0.398097
25x_PHU_DA10001	30x_ACC_DA10001	0.190082
25x_PHU_DA10016	30x_ACC_DA10001	0.609657
25x_PHU_DA10029	30x_ACC_DA10001	0.488223
25x_PHU_DA10040	30x_ACC_DA10001	0.413788
25x_PL_DA10001	30x_ACC_DA10001	0.182946
25x_PL_DA10016	30x_ACC_DA10001	0.607789
25x_PL_DA10029	30x_ACC_DA10001	0.464963
25x_PL_DA10040	30x_ACC_DA10001	0.398616
25x_Q5_DA10001	30x_ACC_DA10001	0.168868
25x_Q5_DA10016	30x_ACC_DA10001	0.625519
25x_Q5_DA10029	30x_ACC_DA10001	0.45669
25x_Q5_DA10040	30x_ACC_DA10001	0.440592
20x_ACC_DA10040	30x_ACC_DA10016	0.68831
20x_K_DA10001	30x_ACC_DA10016	0.608321
20x_K_DA10040	30x_ACC_DA10016	0.679228
20x_PHU_DA10001	30x_ACC_DA10016	0.626616
20x_PHU_DA10016	30x_ACC_DA10016	0.169071
20x_PHU_DA10029	30x_ACC_DA10016	0.528933
20x_PHU_DA10040	30x_ACC_DA10016	0.694037
20x_PL_DA10001	30x_ACC_DA10016	0.634617
20x_PL_DA10016	30x_ACC_DA10016	0.169484
20x_PL_DA10029	30x_ACC_DA10016	0.550978
20x_PL_DA10040	30x_ACC_DA10016	0.691591
20x_Q5_DA10001	30x_ACC_DA10016	0.636083
20x_Q5_DA10016	30x_ACC_DA10016	0.157364
20x_Q5_DA10029	30x_ACC_DA10016	0.544966
20x_Q5_DA10040	30x_ACC_DA10016	0.697686
25x_ACC_DA10001	30x_ACC_DA10016	0.610151
25x_ACC_DA10016	30x_ACC_DA10016	0.157756
25x_ACC_DA10029	30x_ACC_DA10016	0.505459
25x_ACC_DA10040	30x_ACC_DA10016	0.686992
25x_K_DA10001	30x_ACC_DA10016	0.62575
25x_K_DA10016	30x_ACC_DA10016	0.188044
25x_K_DA10029	30x_ACC_DA10016	0.542817
25x_K_DA10040	30x_ACC_DA10016	0.686436
25x_PHU_DA10001	30x_ACC_DA10016	0.603798
25x_PHU_DA10016	30x_ACC_DA10016	0.156779
25x_PHU_DA10029	30x_ACC_DA10016	0.520698
25x_PHU_DA10040	30x_ACC_DA10016	0.685774
25x_PL_DA10001	30x_ACC_DA10016	0.616613
25x_PL_DA10016	30x_ACC_DA10016	0.156337
25x_PL_DA10029	30x_ACC_DA10016	0.525073
25x_PL_DA10040	30x_ACC_DA10016	0.687528
25x_Q5_DA10001	30x_ACC_DA10016	0.628326
25x_Q5_DA10016	30x_ACC_DA10016	0.160337
25x_Q5_DA10029	30x_ACC_DA10016	0.531545
25x_Q5_DA10040	30x_ACC_DA10016	0.69761
30x_ACC_DA10001	30x_ACC_DA10016	0.608327
20x_ACC_DA10040	30x_ACC_DA10029	0.424625
20x_K_DA10001	30x_ACC_DA10029	0.43169
20x_K_DA10040	30x_ACC_DA10029	0.411811
20x_PHU_DA10001	30x_ACC_DA10029	0.429097
20x_PHU_DA10016	30x_ACC_DA10029	0.499192
20x_PHU_DA10029	30x_ACC_DA10029	0.215793
20x_PHU_DA10040	30x_ACC_DA10029	0.429867
20x_PL_DA10001	30x_ACC_DA10029	0.449129
20x_PL_DA10016	30x_ACC_DA10029	0.493497
20x_PL_DA10029	30x_ACC_DA10029	0.243575
20x_PL_DA10040	30x_ACC_DA10029	0.428952
20x_Q5_DA10001	30x_ACC_DA10029	0.445079
20x_Q5_DA10016	30x_ACC_DA10029	0.495601
20x_Q5_DA10029	30x_ACC_DA10029	0.231854
20x_Q5_DA10040	30x_ACC_DA10029	0.423402
25x_ACC_DA10001	30x_ACC_DA10029	0.404186
25x_ACC_DA10016	30x_ACC_DA10029	0.512745
25x_ACC_DA10029	30x_ACC_DA10029	0.204538
25x_ACC_DA10040	30x_ACC_DA10029	0.414429
25x_K_DA10001	30x_ACC_DA10029	0.444689
25x_K_DA10016	30x_ACC_DA10029	0.483963
25x_K_DA10029	30x_ACC_DA10029	0.23457
25x_K_DA10040	30x_ACC_DA10029	0.433346
25x_PHU_DA10001	30x_ACC_DA10029	0.435412
25x_PHU_DA10016	30x_ACC_DA10029	0.512259
25x_PHU_DA10029	30x_ACC_DA10029	0.197376
25x_PHU_DA10040	30x_ACC_DA10029	0.423628
25x_PL_DA10001	30x_ACC_DA10029	0.444177
25x_PL_DA10016	30x_ACC_DA10029	0.502699
25x_PL_DA10029	30x_ACC_DA10029	0.195976
25x_PL_DA10040	30x_ACC_DA10029	0.433103
25x_Q5_DA10001	30x_ACC_DA10029	0.470118
25x_Q5_DA10016	30x_ACC_DA10029	0.556374
25x_Q5_DA10029	30x_ACC_DA10029	0.208007
25x_Q5_DA10040	30x_ACC_DA10029	0.43078
30x_ACC_DA10001	30x_ACC_DA10029	0.461743
30x_ACC_DA10016	30x_ACC_DA10029	0.522314
20x_ACC_DA10040	30x_ACC_DA10040	0.206601
20x_K_DA10001	30x_ACC_DA10040	0.447948
20x_K_DA10040	30x_ACC_DA10040	0.187879
20x_PHU_DA10001	30x_ACC_DA10040	0.425521
20x_PHU_DA10016	30x_ACC_DA10040	0.687905
20x_PHU_DA10029	30x_ACC_DA10040	0.452254
20x_PHU_DA10040	30x_ACC_DA10040	0.230487
20x_PL_DA10001	30x_ACC_DA10040	0.451429
20x_PL_DA10016	30x_ACC_DA10040	0.693599
20x_PL_DA10029	30x_ACC_DA10040	0.452055
20x_PL_DA10040	30x_ACC_DA10040	0.227816
20x_Q5_DA10001	30x_ACC_DA10040	0.431025
20x_Q5_DA10016	30x_ACC_DA10040	0.689148
20x_Q5_DA10029	30x_ACC_DA10040	0.451932
20x_Q5_DA10040	30x_ACC_DA10040	0.220079
25x_ACC_DA10001	30x_ACC_DA10040	0.419549
25x_ACC_DA10016	30x_ACC_DA10040	0.699728
25x_ACC_DA10029	30x_ACC_DA10040	0.428214
25x_ACC_DA10040	30x_ACC_DA10040	0.182996
25x_K_DA10001	30x_ACC_DA10040	0.44028
25x_K_DA10016	30x_ACC_DA10040	0.689426
25x_K_DA10029	30x_ACC_DA10040	0.449067
25x_K_DA10040	30x_ACC_DA10040	0.168085
25x_PHU_DA10001	30x_ACC_DA10040	0.420089
25x_PHU_DA10016	30x_ACC_DA10040	0.692665
25x_PHU_DA10029	30x_ACC_DA10040	0.457835
25x_PHU_DA10040	30x_ACC_DA10040	0.202058
25x_PL_DA10001	30x_ACC_DA10040	0.404528
25x_PL_DA10016	30x_ACC_DA10040	0.697684
25x_PL_DA10029	30x_ACC_DA10040	0.452587
25x_PL_DA10040	30x_ACC_DA10040	0.200625
25x_Q5_DA10001	30x_ACC_DA10040	0.397319
25x_Q5_DA10016	30x_ACC_DA10040	0.682075
25x_Q5_DA10029	30x_ACC_DA10040	0.414689
25x_Q5_DA10040	30x_ACC_DA10040	0.197594
30x_ACC_DA10001	30x_ACC_DA10040	0.402094
30x_ACC_DA10016	30x_ACC_DA10040	0.688352
30x_ACC_DA10029	30x_ACC_DA10040	0.439584
20x_ACC_DA10040	30x_K_DA10001	0.371309
20x_K_DA10001	30x_K_DA10001	0.158255
20x_K_DA10040	30x_K_DA10001	0.37312
20x_PHU_DA10001	30x_K_DA10001	0.171346
20x_PHU_DA10016	30x_K_DA10001	0.609079
20x_PHU_DA10029	30x_K_DA10001	0.440956
20x_PHU_DA10040	30x_K_DA10001	0.406439
20x_PL_DA10001	30x_K_DA10001	0.173625
20x_PL_DA10016	30x_K_DA10001	0.599744
20x_PL_DA10029	30x_K_DA10001	0.453073
20x_PL_DA10040	30x_K_DA10001	0.375548
20x_Q5_DA10001	30x_K_DA10001	0.172998
20x_Q5_DA10016	30x_K_DA10001	0.5983
20x_Q5_DA10029	30x_K_DA10001	0.458883
20x_Q5_DA10040	30x_K_DA10001	0.424194
25x_ACC_DA10001	30x_K_DA10001	0.168184
25x_ACC_DA10016	30x_K_DA10001	0.606586
25x_ACC_DA10029	30x_K_DA10001	0.467029
25x_ACC_DA10040	30x_K_DA10001	0.3942
25x_K_DA10001	30x_K_DA10001	0.151631
25x_K_DA10016	30x_K_DA10001	0.594533
25x_K_DA10029	30x_K_DA10001	0.457903
25x_K_DA10040	30x_K_DA10001	0.416828
25x_PHU_DA10001	30x_K_DA10001	0.171811
25x_PHU_DA10016	30x_K_DA10001	0.607417
25x_PHU_DA10029	30x_K_DA10001	0.473399
25x_PHU_DA10040	30x_K_DA10001	0.414101
25x_PL_DA10001	30x_K_DA10001	0.163343
25x_PL_DA10016	30x_K_DA10001	0.602854
25x_PL_DA10029	30x_K_DA10001	0.442654
25x_PL_DA10040	30x_K_DA10001	0.399015
25x_Q5_DA10001	30x_K_DA10001	0.184345
25x_Q5_DA10016	30x_K_DA10001	0.632566
25x_Q5_DA10029	30x_K_DA10001	0.4639
25x_Q5_DA10040	30x_K_DA10001	0.451499
30x_ACC_DA10001	30x_K_DA10001	0.190953
30x_ACC_DA10016	30x_K_DA10001	0.613417
30x_ACC_DA10029	30x_K_DA10001	0.438677
30x_ACC_DA10040	30x_K_DA10001	0.425005
20x_ACC_DA10040	30x_K_DA10016	0.693759
20x_K_DA10001	30x_K_DA10016	0.58859
20x_K_DA10040	30x_K_DA10016	0.679911
20x_PHU_DA10001	30x_K_DA10016	0.612189
20x_PHU_DA10016	30x_K_DA10016	0.194012
20x_PHU_DA10029	30x_K_DA10016	0.516072
20x_PHU_DA10040	30x_K_DA10016	0.695336
20x_PL_DA10001	30x_K_DA10016	0.621131
20x_PL_DA10016	30x_K_DA10016	0.187767
20x_PL_DA10029	30x_K_DA10016	0.542796
20x_PL_DA10040	30x_K_DA10016	0.69318
20x_Q5_DA10001	30x_K_DA10016	0.625903
20x_Q5_DA10016	30x_K_DA10016	0.178276
20x_Q5_DA10029	30x_K_DA10016	0.534703
20x_Q5_DA10040	30x_K_DA10016	0.701376
25x_ACC_DA10001	30x_K_DA10016	0.594217
25x_ACC_DA10016	30x_K_DA10016	0.179472
25x_ACC_DA10029	30x_K_DA10016	0.494063
25x_ACC_DA10040	30x_K_DA10016	0.693437
25x_K_DA10001	30x_K_DA10016	0.610615
25x_K_DA10016	30x_K_DA10016	0.165023
25x_K_DA10029	30x_K_DA10016	0.522507
25x_K_DA10040	30x_K_DA10016	0.69155
25x_PHU_DA10001	30x_K_DA10016	0.593738
25x_PHU_DA10016	30x_K_DA10016	0.185727
25x_PHU_DA10029	30x_K_DA10016	0.514861
25x_PHU_DA10040	30x_K_DA10016	0.693241
25x_PL_DA10001	30x_K_DA10016	0.609804
25x_PL_DA10016	30x_K_DA10016	0.175683
25x_PL_DA10029	30x_K_DA10016	0.513713
25x_PL_DA10040	30x_K_DA10016	0.691638
25x_Q5_DA10001	30x_K_DA10016	0.632525
25x_Q5_DA10016	30x_K_DA10016	0.223147
25x_Q5_DA10029	30x_K_DA10016	0.534685
25x_Q5_DA10040	30x_K_DA10016	0.712102
30x_ACC_DA10001	30x_K_DA10016	0.607108
30x_ACC_DA10016	30x_K_DA10016	0.175909
30x_ACC_DA10029	30x_K_DA10016	0.504722
30x_ACC_DA10040	30x_K_DA10016	0.700255
30x_K_DA10001	30x_K_DA10016	0.598528
20x_ACC_DA10040	30x_K_DA10029	0.451307
20x_K_DA10001	30x_K_DA10029	0.444473
20x_K_DA10040	30x_K_DA10029	0.431425
20x_PHU_DA10001	30x_K_DA10029	0.470828
20x_PHU_DA10016	30x_K_DA10029	0.481659
20x_PHU_DA10029	30x_K_DA10029	0.177507
20x_PHU_DA10040	30x_K_DA10029	0.489414
20x_PL_DA10001	30x_K_DA10029	0.469733
20x_PL_DA10016	30x_K_DA10029	0.484134
20x_PL_DA10029	30x_K_DA10029	0.174479
20x_PL_DA10040	30x_K_DA10029	0.481951
20x_Q5_DA10001	30x_K_DA10029	0.481695
20x_Q5_DA10016	30x_K_DA10029	0.478978
20x_Q5_DA10029	30x_K_DA10029	0.173637
20x_Q5_DA10040	30x_K_DA10029	0.495214
25x_ACC_DA10001	30x_K_DA10029	0.442744
25x_ACC_DA10016	30x_K_DA10029	0.519952
25x_ACC_DA10029	30x_K_DA10029	0.151391
25x_ACC_DA10040	30x_K_DA10029	0.455912
25x_K_DA10001	30x_K_DA10029	0.460016
25x_K_DA10016	30x_K_DA10029	0.500139
25x_K_DA10029	30x_K_DA10029	0.144931
25x_K_DA10040	30x_K_DA10029	0.436651
25x_PHU_DA10001	30x_K_DA10029	0.467069
25x_PHU_DA10016	30x_K_DA10029	0.519053
25x_PHU_DA10029	30x_K_DA10029	0.186243
25x_PHU_DA10040	30x_K_DA10029	0.484525
25x_PL_DA10001	30x_K_DA10029	0.470259
25x_PL_DA10016	30x_K_DA10029	0.509833
25x_PL_DA10029	30x_K_DA10029	0.177546
25x_PL_DA10040	30x_K_DA10029	0.483331
25x_Q5_DA10001	30x_K_DA10029	0.489384
25x_Q5_DA10016	30x_K_DA10029	0.542084
25x_Q5_DA10029	30x_K_DA10029	0.175771
25x_Q5_DA10040	30x_K_DA10029	0.498907
30x_ACC_DA10001	30x_K_DA10029	0.467622
30x_ACC_DA10016	30x_K_DA10029	0.524614
30x_ACC_DA10029	30x_K_DA10029	0.239831
30x_ACC_DA10040	30x_K_DA10029	0.44895
30x_K_DA10001	30x_K_DA10029	0.462007
30x_K_DA10016	30x_K_DA10029	0.504826
20x_ACC_DA10040	30x_K_DA10040	0.190386
20x_K_DA10001	30x_K_DA10040	0.417749
20x_K_DA10040	30x_K_DA10040	0.172214
20x_PHU_DA10001	30x_K_DA10040	0.407656
20x_PHU_DA10016	30x_K_DA10040	0.666237
20x_PHU_DA10029	30x_K_DA10040	0.442737
20x_PHU_DA10040	30x_K_DA10040	0.218013
20x_PL_DA10001	30x_K_DA10040	0.42465
20x_PL_DA10016	30x_K_DA10040	0.671922
20x_PL_DA10029	30x_K_DA10040	0.437526
20x_PL_DA10040	30x_K_DA10040	0.21489
20x_Q5_DA10001	30x_K_DA10040	0.416849
20x_Q5_DA10016	30x_K_DA10040	0.668596
20x_Q5_DA10029	30x_K_DA10040	0.439531
20x_Q5_DA10040	30x_K_DA10040	0.216036
25x_ACC_DA10001	30x_K_DA10040	0.395748
25x_ACC_DA10016	30x_K_DA10040	0.680136
25x_ACC_DA10029	30x_K_DA10040	0.419671
25x_ACC_DA10040	30x_K_DA10040	0.179231
25x_K_DA10001	30x_K_DA10040	0.40928
25x_K_DA10016	30x_K_DA10040	0.6668
25x_K_DA10029	30x_K_DA10040	0.431788
25x_K_DA10040	30x_K_DA10040	0.158884
25x_PHU_DA10001	30x_K_DA10040	0.401261
25x_PHU_DA10016	30x_K_DA10040	0.67375
25x_PHU_DA10029	30x_K_DA10040	0.455779
25x_PHU_DA10040	30x_K_DA10040	0.199478
25x_PL_DA10001	30x_K_DA10040	0.38748
25x_PL_DA10016	30x_K_DA10040	0.677056
25x_PL_DA10029	30x_K_DA10040	0.441263
25x_PL_DA10040	30x_K_DA10040	0.192801
25x_Q5_DA10001	30x_K_DA10040	0.386852
25x_Q5_DA10016	30x_K_DA10040	0.671612
25x_Q5_DA10029	30x_K_DA10040	0.41065
25x_Q5_DA10040	30x_K_DA10040	0.224993
30x_ACC_DA10001	30x_K_DA10040	0.387489
30x_ACC_DA10016	30x_K_DA10040	0.673577
30x_ACC_DA10029	30x_K_DA10040	0.439006
30x_ACC_DA10040	30x_K_DA10040	0.172096
30x_K_DA10001	30x_K_DA10040	0.401248
30x_K_DA10016	30x_K_DA10040	0.677816
30x_K_DA10029	30x_K_DA10040	0.427655
20x_ACC_DA10040	30x_PHU_DA10001	0.471742
20x_K_DA10001	30x_PHU_DA10001	0.358568
20x_K_DA10040	30x_PHU_DA10001	0.456403
20x_PHU_DA10001	30x_PHU_DA10001	0.342824
20x_PHU_DA10016	30x_PHU_DA10001	0.645524
20x_PHU_DA10029	30x_PHU_DA10001	0.529484
20x_PHU_DA10040	30x_PHU_DA10001	0.473295
20x_PL_DA10001	30x_PHU_DA10001	0.376312
20x_PL_DA10016	30x_PHU_DA10001	0.64486
20x_PL_DA10029	30x_PHU_DA10001	0.533068
20x_PL_DA10040	30x_PHU_DA10001	0.468413
20x_Q5_DA10001	30x_PHU_DA10001	0.35228
20x_Q5_DA10016	30x_PHU_DA10001	0.630754
20x_Q5_DA10029	30x_PHU_DA10001	0.535444
20x_Q5_DA10040	30x_PHU_DA10001	0.469806
25x_ACC_DA10001	30x_PHU_DA10001	0.365303
25x_ACC_DA10016	30x_PHU_DA10001	0.630425
25x_ACC_DA10029	30x_PHU_DA10001	0.560834
25x_ACC_DA10040	30x_PHU_DA10001	0.457804
25x_K_DA10001	30x_PHU_DA10001	0.369083
25x_K_DA10016	30x_PHU_DA10001	0.63035
25x_K_DA10029	30x_PHU_DA10001	0.562622
25x_K_DA10040	30x_PHU_DA10001	0.466683
25x_PHU_DA10001	30x_PHU_DA10001	0.320712
25x_PHU_DA10016	30x_PHU_DA10001	0.624909
25x_PHU_DA10029	30x_PHU_DA10001	0.541765
25x_PHU_DA10040	30x_PHU_DA10001	0.456349
25x_PL_DA10001	30x_PHU_DA10001	0.325153
25x_PL_DA10016	30x_PHU_DA10001	0.632747
25x_PL_DA10029	30x_PHU_DA10001	0.530618
25x_PL_DA10040	30x_PHU_DA10001	0.459226
25x_Q5_DA10001	30x_PHU_DA10001	0.29115
25x_Q5_DA10016	30x_PHU_DA10001	0.60123
25x_Q5_DA10029	30x_PHU_DA10001	0.533485
25x_Q5_DA10040	30x_PHU_DA10001	0.461037
30x_ACC_DA10001	30x_PHU_DA10001	0.283024
30x_ACC_DA10016	30x_PHU_DA10001	0.610338
30x_ACC_DA10029	30x_PHU_DA10001	0.541868
30x_ACC_DA10040	30x_PHU_DA10001	0.459193
30x_K_DA10001	30x_PHU_DA10001	0.335663
30x_K_DA10016	30x_PHU_DA10001	0.625051
30x_K_DA10029	30x_PHU_DA10001	0.550979
30x_K_DA10040	30x_PHU_DA10001	0.461333
20x_ACC_DA10040	30x_PHU_DA10016	0.722007
20x_K_DA10001	30x_PHU_DA10016	0.694349
20x_K_DA10040	30x_PHU_DA10016	0.71709
20x_PHU_DA10001	30x_PHU_DA10016	0.702554
20x_PHU_DA10016	30x_PHU_DA10016	0.299159
20x_PHU_DA10029	30x_PHU_DA10016	0.602107
20x_PHU_DA10040	30x_PHU_DA10016	0.727017
20x_PL_DA10001	30x_PHU_DA10016	0.713784
20x_PL_DA10016	30x_PHU_DA10016	0.30295
20x_PL_DA10029	30x_PHU_DA10016	0.616759
20x_PL_DA10040	30x_PHU_DA10016	0.727716
20x_Q5_DA10001	30x_PHU_DA10016	0.707863
20x_Q5_DA10016	30x_PHU_DA10016	0.280618
20x_Q5_DA10029	30x_PHU_DA10016	0.608065
20x_Q5_DA10040	30x_PHU_DA10016	0.725591
25x_ACC_DA10001	30x_PHU_DA10016	0.694671
25x_ACC_DA10016	30x_PHU_DA10016	0.289766
25x_ACC_DA10029	30x_PHU_DA10016	0.57562
25x_ACC_DA10040	30x_PHU_DA10016	0.714023
25x_K_DA10001	30x_PHU_DA10016	0.701114
25x_K_DA10016	30x_PHU_DA10016	0.301268
25x_K_DA10029	30x_PHU_DA10016	0.619483
25x_K_DA10040	30x_PHU_DA10016	0.71325
25x_PHU_DA10001	30x_PHU_DA10016	0.675977
25x_PHU_DA10016	30x_PHU_DA10016	0.271633
25x_PHU_DA10029	30x_PHU_DA10016	0.58616
25x_PHU_DA10040	30x_PHU_DA10016	0.711665
25x_PL_DA10001	30x_PHU_DA10016	0.682001
25x_PL_DA10016	30x_PHU_DA10016	0.281448
25x_PL_DA10029	30x_PHU_DA10016	0.59513
25x_PL_DA10040	30x_PHU_DA10016	0.714883
25x_Q5_DA10001	30x_PHU_DA10016	0.678457
25x_Q5_DA10016	30x_PHU_DA10016	0.200438
25x_Q5_DA10029	30x_PHU_DA10016	0.590564
25x_Q5_DA10040	30x_PHU_DA10016	0.705633
30x_ACC_DA10001	30x_PHU_DA10016	0.670389
30x_ACC_DA10016	30x_PHU_DA10016	0.228839
30x_ACC_DA10029	30x_PHU_DA10016	0.614693
30x_ACC_DA10040	30x_PHU_DA10016	0.707281
30x_K_DA10001	30x_PHU_DA10016	0.685625
30x_K_DA10016	30x_PHU_DA10016	0.271044
30x_K_DA10029	30x_PHU_DA10016	0.589514
30x_K_DA10040	30x_PHU_DA10016	0.704367
30x_PHU_DA10001	30x_PHU_DA10016	0.606452
20x_ACC_DA10040	30x_PHU_DA10029	0.461141
20x_K_DA10001	30x_PHU_DA10029	0.487217
20x_K_DA10040	30x_PHU_DA10029	0.441544
20x_PHU_DA10001	30x_PHU_DA10029	0.491536
20x_PHU_DA10016	30x_PHU_DA10029	0.506962
20x_PHU_DA10029	30x_PHU_DA10029	0.199152
20x_PHU_DA10040	30x_PHU_DA10029	0.453663
20x_PL_DA10001	30x_PHU_DA10029	0.497116
20x_PL_DA10016	30x_PHU_DA10029	0.520899
20x_PL_DA10029	30x_PHU_DA10029	0.200489
20x_PL_DA10040	30x_PHU_DA10029	0.451022
20x_Q5_DA10001	30x_PHU_DA10029	0.494689
20x_Q5_DA10016	30x_PHU_DA10029	0.511355
20x_Q5_DA10029	30x_PHU_DA10029	0.186905
20x_Q5_DA10040	30x_PHU_DA10029	0.445273
25x_ACC_DA10001	30x_PHU_DA10029	0.480865
