rows	columns	distances
25x_K_DA10016	35x_ACC_DA10001	0.602589
25x_K_DA10029	35x_ACC_DA10001	0.471511
25x_K_DA10040	35x_ACC_DA10001	0.389651
25x_PHU_DA10001	35x_ACC_DA10001	0.206443
25x_PHU_DA10016	35x_ACC_DA10001	0.601899
25x_PHU_DA10029	35x_ACC_DA10001	0.496371
25x_PHU_DA10040	35x_ACC_DA10001	0.41111
25x_PL_DA10001	35x_ACC_DA10001	0.194701
25x_PL_DA10016	35x_ACC_DA10001	0.60336
25x_PL_DA10029	35x_ACC_DA10001	0.472781
25x_PL_DA10040	35x_ACC_DA10001	0.393194
25x_Q5_DA10001	35x_ACC_DA10001	0.17002
25x_Q5_DA10016	35x_ACC_DA10001	0.609009
25x_Q5_DA10029	35x_ACC_DA10001	0.456151
25x_Q5_DA10040	35x_ACC_DA10001	0.433563
30x_ACC_DA10001	35x_ACC_DA10001	0.152751
30x_ACC_DA10016	35x_ACC_DA10001	0.599581
30x_ACC_DA10029	35x_ACC_DA10001	0.471067
30x_ACC_DA10040	35x_ACC_DA10001	0.394843
30x_K_DA10001	35x_ACC_DA10001	0.209222
30x_K_DA10016	35x_ACC_DA10001	0.602739
30x_K_DA10029	35x_ACC_DA10001	0.471573
30x_K_DA10040	35x_ACC_DA10001	0.380607
30x_PHU_DA10001	35x_ACC_DA10001	0.271051
30x_PHU_DA10016	35x_ACC_DA10001	0.651423
30x_PHU_DA10029	35x_ACC_DA10001	0.500737
30x_PHU_DA10040	35x_ACC_DA10001	0.459554
30x_PL_DA10001	35x_ACC_DA10001	0.240583
30x_PL_DA10016	35x_ACC_DA10001	0.638546
30x_PL_DA10029	35x_ACC_DA10001	0.503486
30x_PL_DA10040	35x_ACC_DA10001	0.462054
30x_Q5_DA10001	35x_ACC_DA10001	0.200564
30x_Q5_DA10016	35x_ACC_DA10001	0.628473
30x_Q5_DA10029	35x_ACC_DA10001	0.473885
30x_Q5_DA10040	35x_ACC_DA10001	0.463227
20x_ACC_DA10040	35x_ACC_DA10016	0.704169
20x_K_DA10001	35x_ACC_DA10016	0.649865
20x_K_DA10040	35x_ACC_DA10016	0.696578
20x_PHU_DA10001	35x_ACC_DA10016	0.663688
20x_PHU_DA10016	35x_ACC_DA10016	0.228363
20x_PHU_DA10029	35x_ACC_DA10016	0.558253
20x_PHU_DA10040	35x_ACC_DA10016	0.710929
20x_PL_DA10001	35x_ACC_DA10016	0.672384
20x_PL_DA10016	35x_ACC_DA10016	0.234757
20x_PL_DA10029	35x_ACC_DA10016	0.577353
20x_PL_DA10040	35x_ACC_DA10016	0.70907
20x_Q5_DA10001	35x_ACC_DA10016	0.668729
20x_Q5_DA10016	35x_ACC_DA10016	0.214479
20x_Q5_DA10029	35x_ACC_DA10016	0.571092
20x_Q5_DA10040	35x_ACC_DA10016	0.712158
25x_ACC_DA10001	35x_ACC_DA10016	0.650579
25x_ACC_DA10016	35x_ACC_DA10016	0.220286
25x_ACC_DA10029	35x_ACC_DA10016	0.537113
25x_ACC_DA10040	35x_ACC_DA10016	0.698324
25x_K_DA10001	35x_ACC_DA10016	0.660097
25x_K_DA10016	35x_ACC_DA10016	0.243701
25x_K_DA10029	35x_ACC_DA10016	0.573434
25x_K_DA10040	35x_ACC_DA10016	0.698177
25x_PHU_DA10001	35x_ACC_DA10016	0.63701
25x_PHU_DA10016	35x_ACC_DA10016	0.207191
25x_PHU_DA10029	35x_ACC_DA10016	0.547441
25x_PHU_DA10040	35x_ACC_DA10016	0.69744
25x_PL_DA10001	35x_ACC_DA10016	0.645344
25x_PL_DA10016	35x_ACC_DA10016	0.216284
25x_PL_DA10029	35x_ACC_DA10016	0.554973
25x_PL_DA10040	35x_ACC_DA10016	0.699832
25x_Q5_DA10001	35x_ACC_DA10016	0.64587
25x_Q5_DA10016	35x_ACC_DA10016	0.161665
25x_Q5_DA10029	35x_ACC_DA10016	0.551736
25x_Q5_DA10040	35x_ACC_DA10016	0.702501
30x_ACC_DA10001	35x_ACC_DA10016	0.634753
30x_ACC_DA10016	35x_ACC_DA10016	0.168745
30x_ACC_DA10029	35x_ACC_DA10016	0.572588
30x_ACC_DA10040	35x_ACC_DA10016	0.697248
30x_K_DA10001	35x_ACC_DA10016	0.646165
30x_K_DA10016	35x_ACC_DA10016	0.21784
30x_K_DA10029	35x_ACC_DA10016	0.551626
30x_K_DA10040	35x_ACC_DA10016	0.687439
30x_PHU_DA10001	35x_ACC_DA10016	0.60121
30x_PHU_DA10016	35x_ACC_DA10016	0.172122
30x_PHU_DA10029	35x_ACC_DA10016	0.540161
30x_PHU_DA10040	35x_ACC_DA10016	0.697207
30x_PL_DA10001	35x_ACC_DA10016	0.617818
30x_PL_DA10016	35x_ACC_DA10016	0.166192
30x_PL_DA10029	35x_ACC_DA10016	0.572067
30x_PL_DA10040	35x_ACC_DA10016	0.707391
30x_Q5_DA10001	35x_ACC_DA10016	0.628667
30x_Q5_DA10016	35x_ACC_DA10016	0.157048
30x_Q5_DA10029	35x_ACC_DA10016	0.555175
30x_Q5_DA10040	35x_ACC_DA10016	0.712828
35x_ACC_DA10001	35x_ACC_DA10016	0.617928
20x_ACC_DA10040	35x_ACC_DA10029	0.459527
20x_K_DA10001	35x_ACC_DA10029	0.507163
20x_K_DA10040	35x_ACC_DA10029	0.43406
20x_PHU_DA10001	35x_ACC_DA10029	0.512054
20x_PHU_DA10016	35x_ACC_DA10029	0.525621
20x_PHU_DA10029	35x_ACC_DA10029	0.238744
20x_PHU_DA10040	35x_ACC_DA10029	0.485718
20x_PL_DA10001	35x_ACC_DA10029	0.516825
20x_PL_DA10016	35x_ACC_DA10029	0.534777
20x_PL_DA10029	35x_ACC_DA10029	0.230192
20x_PL_DA10040	35x_ACC_DA10029	0.483466
20x_Q5_DA10001	35x_ACC_DA10029	0.51309
20x_Q5_DA10016	35x_ACC_DA10029	0.525977
20x_Q5_DA10029	35x_ACC_DA10029	0.221509
20x_Q5_DA10040	35x_ACC_DA10029	0.481026
25x_ACC_DA10001	35x_ACC_DA10029	0.489429
25x_ACC_DA10016	35x_ACC_DA10029	0.550986
25x_ACC_DA10029	35x_ACC_DA10029	0.183005
25x_ACC_DA10040	35x_ACC_DA10029	0.449645
25x_K_DA10001	35x_ACC_DA10029	0.510999
25x_K_DA10016	35x_ACC_DA10029	0.558039
25x_K_DA10029	35x_ACC_DA10029	0.22045
25x_K_DA10040	35x_ACC_DA10029	0.43136
25x_PHU_DA10001	35x_ACC_DA10029	0.498424
25x_PHU_DA10016	35x_ACC_DA10029	0.546066
25x_PHU_DA10029	35x_ACC_DA10029	0.207234
25x_PHU_DA10040	35x_ACC_DA10029	0.47571600000000003
25x_PL_DA10001	35x_ACC_DA10029	0.49509
25x_PL_DA10016	35x_ACC_DA10029	0.551576
25x_PL_DA10029	35x_ACC_DA10029	0.232616
25x_PL_DA10040	35x_ACC_DA10029	0.484012
25x_Q5_DA10001	35x_ACC_DA10029	0.495749
25x_Q5_DA10016	35x_ACC_DA10029	0.547666
25x_Q5_DA10029	35x_ACC_DA10029	0.185562
25x_Q5_DA10040	35x_ACC_DA10029	0.471804
30x_ACC_DA10001	35x_ACC_DA10029	0.489624
30x_ACC_DA10016	35x_ACC_DA10029	0.546169
30x_ACC_DA10029	35x_ACC_DA10029	0.270578
30x_ACC_DA10040	35x_ACC_DA10029	0.436898
30x_K_DA10001	35x_ACC_DA10029	0.502118
30x_K_DA10016	35x_ACC_DA10029	0.553424
30x_K_DA10029	35x_ACC_DA10029	0.204829
30x_K_DA10040	35x_ACC_DA10029	0.436464
30x_PHU_DA10001	35x_ACC_DA10029	0.546897
30x_PHU_DA10016	35x_ACC_DA10029	0.589811
30x_PHU_DA10029	35x_ACC_DA10029	0.205304
30x_PHU_DA10040	35x_ACC_DA10029	0.438954
30x_PL_DA10001	35x_ACC_DA10029	0.531095
30x_PL_DA10016	35x_ACC_DA10029	0.567615
30x_PL_DA10029	35x_ACC_DA10029	0.15399
30x_PL_DA10040	35x_ACC_DA10029	0.40275300000000003
30x_Q5_DA10001	35x_ACC_DA10029	0.530902
30x_Q5_DA10016	35x_ACC_DA10029	0.55226
30x_Q5_DA10029	35x_ACC_DA10029	0.157124
30x_Q5_DA10040	35x_ACC_DA10029	0.410676
35x_ACC_DA10001	35x_ACC_DA10029	0.484976
35x_ACC_DA10016	35x_ACC_DA10029	0.558156
20x_ACC_DA10040	35x_ACC_DA10040	0.239886
20x_K_DA10001	35x_ACC_DA10040	0.459107
20x_K_DA10040	35x_ACC_DA10040	0.213244
20x_PHU_DA10001	35x_ACC_DA10040	0.443384
20x_PHU_DA10016	35x_ACC_DA10040	0.687365
20x_PHU_DA10029	35x_ACC_DA10040	0.461519
20x_PHU_DA10040	35x_ACC_DA10040	0.266439
20x_PL_DA10001	35x_ACC_DA10040	0.46267
20x_PL_DA10016	35x_ACC_DA10040	0.69353
20x_PL_DA10029	35x_ACC_DA10040	0.458698
20x_PL_DA10040	35x_ACC_DA10040	0.259723
20x_Q5_DA10001	35x_ACC_DA10040	0.448212
20x_Q5_DA10016	35x_ACC_DA10040	0.688499
20x_Q5_DA10029	35x_ACC_DA10040	0.459311
20x_Q5_DA10040	35x_ACC_DA10040	0.254892
25x_ACC_DA10001	35x_ACC_DA10040	0.4347
25x_ACC_DA10016	35x_ACC_DA10040	0.697719
25x_ACC_DA10029	35x_ACC_DA10040	0.432363
25x_ACC_DA10040	35x_ACC_DA10040	0.21379
25x_K_DA10001	35x_ACC_DA10040	0.450567
25x_K_DA10016	35x_ACC_DA10040	0.68775
25x_K_DA10029	35x_ACC_DA10040	0.448386
25x_K_DA10040	35x_ACC_DA10040	0.187333
25x_PHU_DA10001	35x_ACC_DA10040	0.434274
25x_PHU_DA10016	35x_ACC_DA10040	0.691171
25x_PHU_DA10029	35x_ACC_DA10040	0.473262
25x_PHU_DA10040	35x_ACC_DA10040	0.231324
25x_PL_DA10001	35x_ACC_DA10040	0.416669
25x_PL_DA10016	35x_ACC_DA10040	0.69733
25x_PL_DA10029	35x_ACC_DA10040	0.463141
25x_PL_DA10040	35x_ACC_DA10040	0.226608
25x_Q5_DA10001	35x_ACC_DA10040	0.403299
25x_Q5_DA10016	35x_ACC_DA10040	0.67901
25x_Q5_DA10029	35x_ACC_DA10040	0.42458
25x_Q5_DA10040	35x_ACC_DA10040	0.213456
30x_ACC_DA10001	35x_ACC_DA10040	0.408814
30x_ACC_DA10016	35x_ACC_DA10040	0.687349
30x_ACC_DA10029	35x_ACC_DA10040	0.454932
30x_ACC_DA10040	35x_ACC_DA10040	0.173022
30x_K_DA10001	35x_ACC_DA10040	0.433597
30x_K_DA10016	35x_ACC_DA10040	0.699211
30x_K_DA10029	35x_ACC_DA10040	0.448108
30x_K_DA10040	35x_ACC_DA10040	0.189167
30x_PHU_DA10001	35x_ACC_DA10040	0.457266
30x_PHU_DA10016	35x_ACC_DA10040	0.700763
30x_PHU_DA10029	35x_ACC_DA10040	0.464614
30x_PHU_DA10040	35x_ACC_DA10040	0.213504
30x_PL_DA10001	35x_ACC_DA10040	0.440275
30x_PL_DA10016	35x_ACC_DA10040	0.695249
30x_PL_DA10029	35x_ACC_DA10040	0.41797
30x_PL_DA10040	35x_ACC_DA10040	0.19649
30x_Q5_DA10001	35x_ACC_DA10040	0.419548
30x_Q5_DA10016	35x_ACC_DA10040	0.692641
30x_Q5_DA10029	35x_ACC_DA10040	0.41872
30x_Q5_DA10040	35x_ACC_DA10040	0.200592
35x_ACC_DA10001	35x_ACC_DA10040	0.399003
35x_ACC_DA10016	35x_ACC_DA10040	0.69322
35x_ACC_DA10029	35x_ACC_DA10040	0.418216
20x_ACC_DA10040	35x_K_DA10001	0.375717
20x_K_DA10001	35x_K_DA10001	0.152589
20x_K_DA10040	35x_K_DA10001	0.376748
20x_PHU_DA10001	35x_K_DA10001	0.168229
20x_PHU_DA10016	35x_K_DA10001	0.611494
20x_PHU_DA10029	35x_K_DA10001	0.437025
20x_PHU_DA10040	35x_K_DA10001	0.410885
20x_PL_DA10001	35x_K_DA10001	0.168229
20x_PL_DA10016	35x_K_DA10001	0.604741
20x_PL_DA10029	35x_K_DA10001	0.453008
20x_PL_DA10040	35x_K_DA10001	0.378706
20x_Q5_DA10001	35x_K_DA10001	0.168923
20x_Q5_DA10016	35x_K_DA10001	0.601979
20x_Q5_DA10029	35x_K_DA10001	0.458516
20x_Q5_DA10040	35x_K_DA10001	0.427613
25x_ACC_DA10001	35x_K_DA10001	0.16237
25x_ACC_DA10016	35x_K_DA10001	0.611572
25x_ACC_DA10029	35x_K_DA10001	0.466873
25x_ACC_DA10040	35x_K_DA10001	0.401003
25x_K_DA10001	35x_K_DA10001	0.15239
25x_K_DA10016	35x_K_DA10001	0.599219
25x_K_DA10029	35x_K_DA10001	0.456207
25x_K_DA10040	35x_K_DA10001	0.423613
25x_PHU_DA10001	35x_K_DA10001	0.161929
25x_PHU_DA10016	35x_K_DA10001	0.612035
25x_PHU_DA10029	35x_K_DA10001	0.472738
25x_PHU_DA10040	35x_K_DA10001	0.418654
25x_PL_DA10001	35x_K_DA10001	0.159336
25x_PL_DA10016	35x_K_DA10001	0.606942
25x_PL_DA10029	35x_K_DA10001	0.442461
25x_PL_DA10040	35x_K_DA10001	0.40287
25x_Q5_DA10001	35x_K_DA10001	0.182242
25x_Q5_DA10016	35x_K_DA10001	0.637402
25x_Q5_DA10029	35x_K_DA10001	0.463913
25x_Q5_DA10040	35x_K_DA10001	0.455899
30x_ACC_DA10001	35x_K_DA10001	0.184067
30x_ACC_DA10016	35x_K_DA10001	0.616805
30x_ACC_DA10029	35x_K_DA10001	0.439751
30x_ACC_DA10040	35x_K_DA10001	0.43118
30x_K_DA10001	35x_K_DA10001	0.141538
30x_K_DA10016	35x_K_DA10001	0.604727
30x_K_DA10029	35x_K_DA10001	0.459249
30x_K_DA10040	35x_K_DA10001	0.407461
30x_PHU_DA10001	35x_K_DA10001	0.328561
30x_PHU_DA10016	35x_K_DA10001	0.690649
30x_PHU_DA10029	35x_K_DA10001	0.492873
30x_PHU_DA10040	35x_K_DA10001	0.508532
30x_PL_DA10001	35x_K_DA10001	0.299545
30x_PL_DA10016	35x_K_DA10001	0.674071
30x_PL_DA10029	35x_K_DA10001	0.525104
30x_PL_DA10040	35x_K_DA10001	0.508097
30x_Q5_DA10001	35x_K_DA10001	0.275136
30x_Q5_DA10016	35x_K_DA10001	0.66096
30x_Q5_DA10029	35x_K_DA10001	0.489183
30x_Q5_DA10040	35x_K_DA10001	0.50772
35x_ACC_DA10001	35x_K_DA10001	0.204246
35x_ACC_DA10016	35x_K_DA10001	0.650551
35x_ACC_DA10029	35x_K_DA10001	0.500372
35x_ACC_DA10040	35x_K_DA10001	0.4419
20x_ACC_DA10040	35x_K_DA10016	0.676007
20x_K_DA10001	35x_K_DA10016	0.574035
20x_K_DA10040	35x_K_DA10016	0.664121
20x_PHU_DA10001	35x_K_DA10016	0.59716
20x_PHU_DA10016	35x_K_DA10016	0.167979
20x_PHU_DA10029	35x_K_DA10016	0.480677
20x_PHU_DA10040	35x_K_DA10016	0.684297
20x_PL_DA10001	35x_K_DA10016	0.606165
20x_PL_DA10016	35x_K_DA10016	0.168619
20x_PL_DA10029	35x_K_DA10016	0.510974
20x_PL_DA10040	35x_K_DA10016	0.679401
20x_Q5_DA10001	35x_K_DA10016	0.615368
20x_Q5_DA10016	35x_K_DA10016	0.164003
20x_Q5_DA10029	35x_K_DA10016	0.50126
20x_Q5_DA10040	35x_K_DA10016	0.688413
25x_ACC_DA10001	35x_K_DA10016	0.581256
25x_ACC_DA10016	35x_K_DA10016	0.180532
25x_ACC_DA10029	35x_K_DA10016	0.466225
25x_ACC_DA10040	35x_K_DA10016	0.677486
25x_K_DA10001	35x_K_DA10016	0.598255
25x_K_DA10016	35x_K_DA10016	0.164622
25x_K_DA10029	35x_K_DA10016	0.491054
25x_K_DA10040	35x_K_DA10016	0.677563
25x_PHU_DA10001	35x_K_DA10016	0.583865
25x_PHU_DA10016	35x_K_DA10016	0.186529
25x_PHU_DA10029	35x_K_DA10016	0.488905
25x_PHU_DA10040	35x_K_DA10016	0.676534
25x_PL_DA10001	35x_K_DA10016	0.599652
25x_PL_DA10016	35x_K_DA10016	0.162043
25x_PL_DA10029	35x_K_DA10016	0.480729
25x_PL_DA10040	35x_K_DA10016	0.675896
25x_Q5_DA10001	35x_K_DA10016	0.622488
25x_Q5_DA10016	35x_K_DA10016	0.221191
25x_Q5_DA10029	35x_K_DA10016	0.514496
25x_Q5_DA10040	35x_K_DA10016	0.697541
30x_ACC_DA10001	35x_K_DA10016	0.599159
30x_ACC_DA10016	35x_K_DA10016	0.170928
30x_ACC_DA10029	35x_K_DA10016	0.478946
30x_ACC_DA10040	35x_K_DA10016	0.684753
30x_K_DA10001	35x_K_DA10016	0.589318
30x_K_DA10016	35x_K_DA10016	0.168171
30x_K_DA10029	35x_K_DA10016	0.473399
30x_K_DA10040	35x_K_DA10016	0.663504
30x_PHU_DA10001	35x_K_DA10016	0.624178
30x_PHU_DA10016	35x_K_DA10016	0.28661
30x_PHU_DA10029	35x_K_DA10016	0.525788
30x_PHU_DA10040	35x_K_DA10016	0.699466
30x_PL_DA10001	35x_K_DA10016	0.631177
30x_PL_DA10016	35x_K_DA10016	0.27849
30x_PL_DA10029	35x_K_DA10016	0.568651
30x_PL_DA10040	35x_K_DA10016	0.703066
30x_Q5_DA10001	35x_K_DA10016	0.635634
30x_Q5_DA10016	35x_K_DA10016	0.260211
30x_Q5_DA10029	35x_K_DA10016	0.529666
30x_Q5_DA10040	35x_K_DA10016	0.710874
35x_ACC_DA10001	35x_K_DA10016	0.596363
35x_ACC_DA10016	35x_K_DA10016	0.232392
35x_ACC_DA10029	35x_K_DA10016	0.54252
35x_ACC_DA10040	35x_K_DA10016	0.684065
35x_K_DA10001	35x_K_DA10016	0.594025
20x_ACC_DA10040	35x_K_DA10029	0.451541
20x_K_DA10001	35x_K_DA10029	0.433838
20x_K_DA10040	35x_K_DA10029	0.431956
20x_PHU_DA10001	35x_K_DA10029	0.46185
20x_PHU_DA10016	35x_K_DA10029	0.48524
20x_PHU_DA10029	35x_K_DA10029	0.177917
20x_PHU_DA10040	35x_K_DA10029	0.489147
20x_PL_DA10001	35x_K_DA10029	0.462089
20x_PL_DA10016	35x_K_DA10029	0.484028
20x_PL_DA10029	35x_K_DA10029	0.178046
20x_PL_DA10040	35x_K_DA10029	0.481669
20x_Q5_DA10001	35x_K_DA10029	0.475057
20x_Q5_DA10016	35x_K_DA10029	0.48145
20x_Q5_DA10029	35x_K_DA10029	0.18438
20x_Q5_DA10040	35x_K_DA10029	0.495066
25x_ACC_DA10001	35x_K_DA10029	0.430708
25x_ACC_DA10016	35x_K_DA10029	0.521331
25x_ACC_DA10029	35x_K_DA10029	0.151798
25x_ACC_DA10040	35x_K_DA10029	0.454779
25x_K_DA10001	35x_K_DA10029	0.451366
25x_K_DA10016	35x_K_DA10029	0.505137
25x_K_DA10029	35x_K_DA10029	0.142696
25x_K_DA10040	35x_K_DA10029	0.430938
25x_PHU_DA10001	35x_K_DA10029	0.460812
25x_PHU_DA10016	35x_K_DA10029	0.521125
25x_PHU_DA10029	35x_K_DA10029	0.194473
25x_PHU_DA10040	35x_K_DA10029	0.483206
25x_PL_DA10001	35x_K_DA10029	0.466436
25x_PL_DA10016	35x_K_DA10029	0.510873
25x_PL_DA10029	35x_K_DA10029	0.179316
25x_PL_DA10040	35x_K_DA10029	0.480728
25x_Q5_DA10001	35x_K_DA10029	0.483702
25x_Q5_DA10016	35x_K_DA10029	0.544544
25x_Q5_DA10029	35x_K_DA10029	0.180044
25x_Q5_DA10040	35x_K_DA10029	0.496536
30x_ACC_DA10001	35x_K_DA10029	0.462977
30x_ACC_DA10016	35x_K_DA10029	0.526322
30x_ACC_DA10029	35x_K_DA10029	0.234072
30x_ACC_DA10040	35x_K_DA10029	0.443513
30x_K_DA10001	35x_K_DA10029	0.454513
30x_K_DA10016	35x_K_DA10029	0.510152
30x_K_DA10029	35x_K_DA10029	0.126008
30x_K_DA10040	35x_K_DA10029	0.424616
30x_PHU_DA10001	35x_K_DA10029	0.547477
30x_PHU_DA10016	35x_K_DA10029	0.594881
30x_PHU_DA10029	35x_K_DA10029	0.232135
30x_PHU_DA10040	35x_K_DA10029	0.465519
30x_PL_DA10001	35x_K_DA10029	0.541764
30x_PL_DA10016	35x_K_DA10029	0.572061
30x_PL_DA10029	35x_K_DA10029	0.220674
30x_PL_DA10040	35x_K_DA10029	0.456721
30x_Q5_DA10001	35x_K_DA10029	0.529665
30x_Q5_DA10016	35x_K_DA10029	0.554256
30x_Q5_DA10029	35x_K_DA10029	0.175065
30x_Q5_DA10040	35x_K_DA10029	0.464773
35x_ACC_DA10001	35x_K_DA10029	0.467503
35x_ACC_DA10016	35x_K_DA10029	0.554405
35x_ACC_DA10029	35x_K_DA10029	0.199011
35x_ACC_DA10040	35x_K_DA10029	0.434931
35x_K_DA10001	35x_K_DA10029	0.454614
35x_K_DA10016	35x_K_DA10029	0.478799
20x_ACC_DA10040	35x_K_DA10040	0.184804
20x_K_DA10001	35x_K_DA10040	0.425284
20x_K_DA10040	35x_K_DA10040	0.167231
20x_PHU_DA10001	35x_K_DA10040	0.401789
20x_PHU_DA10016	35x_K_DA10040	0.678506
20x_PHU_DA10029	35x_K_DA10040	0.437571
20x_PHU_DA10040	35x_K_DA10040	0.211788
20x_PL_DA10001	35x_K_DA10040	0.428327
20x_PL_DA10016	35x_K_DA10040	0.683057
20x_PL_DA10029	35x_K_DA10040	0.438193
20x_PL_DA10040	35x_K_DA10040	0.207348
20x_Q5_DA10001	35x_K_DA10040	0.410716
20x_Q5_DA10016	35x_K_DA10040	0.679529
20x_Q5_DA10029	35x_K_DA10040	0.434856
20x_Q5_DA10040	35x_K_DA10040	0.21225
25x_ACC_DA10001	35x_K_DA10040	0.394341
25x_ACC_DA10016	35x_K_DA10040	0.690524
25x_ACC_DA10029	35x_K_DA10040	0.412745
25x_ACC_DA10040	35x_K_DA10040	0.171361
25x_K_DA10001	35x_K_DA10040	0.416666
25x_K_DA10016	35x_K_DA10040	0.680231
25x_K_DA10029	35x_K_DA10040	0.431966
25x_K_DA10040	35x_K_DA10040	0.158411
25x_PHU_DA10001	35x_K_DA10040	0.400581
25x_PHU_DA10016	35x_K_DA10040	0.6854
25x_PHU_DA10029	35x_K_DA10040	0.44513
25x_PHU_DA10040	35x_K_DA10040	0.194736
25x_PL_DA10001	35x_K_DA10040	0.386313
25x_PL_DA10016	35x_K_DA10040	0.687911
25x_PL_DA10029	35x_K_DA10040	0.437962
25x_PL_DA10040	35x_K_DA10040	0.190109
25x_Q5_DA10001	35x_K_DA10040	0.382246
25x_Q5_DA10016	35x_K_DA10040	0.682538
25x_Q5_DA10029	35x_K_DA10040	0.405776
25x_Q5_DA10040	35x_K_DA10040	0.215774
30x_ACC_DA10001	35x_K_DA10040	0.387696
30x_ACC_DA10016	35x_K_DA10040	0.684528
30x_ACC_DA10029	35x_K_DA10040	0.429029
30x_ACC_DA10040	35x_K_DA10040	0.166914
30x_K_DA10001	35x_K_DA10040	0.405715
30x_K_DA10016	35x_K_DA10040	0.691496
30x_K_DA10029	35x_K_DA10040	0.432655
30x_K_DA10040	35x_K_DA10040	0.159664
30x_PHU_DA10001	35x_K_DA10040	0.463773
30x_PHU_DA10016	35x_K_DA10040	0.713399
30x_PHU_DA10029	35x_K_DA10040	0.458086
30x_PHU_DA10040	35x_K_DA10040	0.259637
30x_PL_DA10001	35x_K_DA10040	0.441678
30x_PL_DA10016	35x_K_DA10040	0.704927
30x_PL_DA10029	35x_K_DA10040	0.42876
30x_PL_DA10040	35x_K_DA10040	0.243996
30x_Q5_DA10001	35x_K_DA10040	0.417356
30x_Q5_DA10016	35x_K_DA10040	0.699695
30x_Q5_DA10029	35x_K_DA10040	0.415926
30x_Q5_DA10040	35x_K_DA10040	0.240024
35x_ACC_DA10001	35x_K_DA10040	0.380815
35x_ACC_DA10016	35x_K_DA10040	0.697604
35x_ACC_DA10029	35x_K_DA10040	0.428587
35x_ACC_DA10040	35x_K_DA10040	0.18691
35x_K_DA10001	35x_K_DA10040	0.412271
35x_K_DA10016	35x_K_DA10040	0.674638
35x_K_DA10029	35x_K_DA10040	0.425436
20x_ACC_DA10040	35x_PHU_DA10001	0.375006
20x_K_DA10001	35x_PHU_DA10001	0.255117
20x_K_DA10040	35x_PHU_DA10001	0.359592
20x_PHU_DA10001	35x_PHU_DA10001	0.244522
20x_PHU_DA10016	35x_PHU_DA10001	0.632907
20x_PHU_DA10029	35x_PHU_DA10001	0.487173
20x_PHU_DA10040	35x_PHU_DA10001	0.423194
20x_PL_DA10001	35x_PHU_DA10001	0.265288
20x_PL_DA10016	35x_PHU_DA10001	0.629011
20x_PL_DA10029	35x_PHU_DA10001	0.487943
20x_PL_DA10040	35x_PHU_DA10001	0.41001
20x_Q5_DA10001	35x_PHU_DA10001	0.247683
20x_Q5_DA10016	35x_PHU_DA10001	0.623823
20x_Q5_DA10029	35x_PHU_DA10001	0.502462
20x_Q5_DA10040	35x_PHU_DA10001	0.430272
25x_ACC_DA10001	35x_PHU_DA10001	0.236725
25x_ACC_DA10016	35x_PHU_DA10001	0.624895
25x_ACC_DA10029	35x_PHU_DA10001	0.487867
25x_ACC_DA10040	35x_PHU_DA10001	0.380838
25x_K_DA10001	35x_PHU_DA10001	0.256311
25x_K_DA10016	35x_PHU_DA10001	0.623842
25x_K_DA10029	35x_PHU_DA10001	0.487424
25x_K_DA10040	35x_PHU_DA10001	0.393583
25x_PHU_DA10001	35x_PHU_DA10001	0.219323
25x_PHU_DA10016	35x_PHU_DA10001	0.620229
25x_PHU_DA10029	35x_PHU_DA10001	0.511602
25x_PHU_DA10040	35x_PHU_DA10001	0.416697
25x_PL_DA10001	35x_PHU_DA10001	0.206994
25x_PL_DA10016	35x_PHU_DA10001	0.622762
25x_PL_DA10029	35x_PHU_DA10001	0.490016
25x_PL_DA10040	35x_PHU_DA10001	0.398632
25x_Q5_DA10001	35x_PHU_DA10001	0.173696
25x_Q5_DA10016	35x_PHU_DA10001	0.623772
25x_Q5_DA10029	35x_PHU_DA10001	0.467463
25x_Q5_DA10040	35x_PHU_DA10001	0.435955
30x_ACC_DA10001	35x_PHU_DA10001	0.162998
30x_ACC_DA10016	35x_PHU_DA10001	0.621317
30x_ACC_DA10029	35x_PHU_DA10001	0.487501
30x_ACC_DA10040	35x_PHU_DA10001	0.3964
30x_K_DA10001	35x_PHU_DA10001	0.225177
30x_K_DA10016	35x_PHU_DA10001	0.626655
30x_K_DA10029	35x_PHU_DA10001	0.486088
30x_K_DA10040	35x_PHU_DA10001	0.383476
30x_PHU_DA10001	35x_PHU_DA10001	0.267454
30x_PHU_DA10016	35x_PHU_DA10001	0.66586
30x_PHU_DA10029	35x_PHU_DA10001	0.509296
30x_PHU_DA10040	35x_PHU_DA10001	0.455351
30x_PL_DA10001	35x_PHU_DA10001	0.235451
30x_PL_DA10016	35x_PHU_DA10001	0.653054
30x_PL_DA10029	35x_PHU_DA10001	0.507214
30x_PL_DA10040	35x_PHU_DA10001	0.456467
30x_Q5_DA10001	35x_PHU_DA10001	0.191888
30x_Q5_DA10016	35x_PHU_DA10001	0.641369
30x_Q5_DA10029	35x_PHU_DA10001	0.483209
30x_Q5_DA10040	35x_PHU_DA10001	0.460106
35x_ACC_DA10001	35x_PHU_DA10001	0.157602
35x_ACC_DA10016	35x_PHU_DA10001	0.633771
35x_ACC_DA10029	35x_PHU_DA10001	0.49276
35x_ACC_DA10040	35x_PHU_DA10001	0.399079
35x_K_DA10001	35x_PHU_DA10001	0.215249
35x_K_DA10016	35x_PHU_DA10001	0.617766
