cycles,otu,genus,statistic,p.value,bh
35x,Otu0061,Turicibacter,1.7925339366515833,0.773848030010369,1
35x,Otu0064,Bacteroides,5.128091190108191,0.2744052385732339,1
35x,Otu0065,Asaccharobacter,2.7065217391304293,0.6080738751770557,1
35x,Otu0066,Erysipelotrichaceae_unclassified,1.236902927580892,0.8719862197420329,1
35x,Otu0068,Blautia,1.6624999999999965,0.7975177350870335,1
35x,Otu0069,Ruminococcaceae_unclassified,3.2045981452859396,0.524188587482819,1
35x,Otu0070,Alistipes,0.5115384615384615,0.9723680313895832,1
35x,Otu0073,Firmicutes_unclassified,2.5333333333333368,0.638677055281905,1
35x,Otu0075,Ruminococcus,6.072974036191977,0.19376440708262518,1
35x,Otu0076,Clostridiales_unclassified,0.5965288611544491,0.9634486272009046,1
35x,Otu0077,Enterobacteriaceae_unclassified,2.2548638132295777,0.6889983987764356,1
35x,Otu0081,Lachnospiraceae_unclassified,3.166666666666667,0.5303316154147655,1
35x,Otu0082,Bacillus,0.6963734567901255,0.95177539376112,1
35x,Otu0083,Alistipes,8.421052631578968,0.07731668921461925,1
35x,Otu0085,Roseburia,0.4457807570977888,0.9785600162259859,1
35x,Otu0086,Bacillales_unclassified,0.519353551476456,0.9715897661703701,1
35x,Otu0089,Bacilli_unclassified,3.8303652968036483,0.42944990823574813,1
35x,Otu0090,Lachnospiraceae_unclassified,3.0811787072243413,0.5443334444669774,1
35x,Otu0091,Alistipes,5.404425182481744,0.24825919122162116,1
35x,Otu0092,Ruminococcaceae_unclassified,0.4368268434134226,0.9793522616731224,1
35x,Otu0095,Lactobacillus,0.8352917341977294,0.9336550716216447,1
35x,Otu0097,Lactobacillales_unclassified,1.3441971383147864,0.8538334707012842,1
35x,Otu0098,Ruminococcaceae_unclassified,1.5515510948905065,0.8174722744718437,1
35x,Otu0101,Bacilli_unclassified,7.465372297838272,0.11324595740831939,1
35x,Otu0107,Ruminococcaceae_unclassified,4.005405405405404,0.40527480192317183,1
35x,Otu0109,Bifidobacterium,2.235294117647051,0.6925731155837552,1
35x,Otu0111,Clostridium_XVIII,1.3663210099188523,0.8500269484577828,1
35x,Otu0113,Ruminococcaceae_unclassified,4.869327390599672,0.300970002184291,1
35x,Otu0114,Barnesiella,0.12337662337661987,0.9981737458705351,1
35x,Otu0115,Ruminococcus,0.7405254091300613,0.9462388781075923,1
35x,Otu0119,Bacteroides,3.069653179190744,0.5462375299152709,1
35x,Otu0120,Faecalibacterium,2.1049019607843196,0.7164718639575847,1
35x,Otu0122,Bacillales_unclassified,3.8455882352941266,0.42730635273488093,1
35x,Otu0123,Bifidobacterium,0.8769230769230778,0.9278479820483735,1
35x,Otu0124,Clostridium_XlVa,0.09921671018276726,0.9988094536103407,1
35x,Otu0126,Clostridiales_unclassified,0.12337662337661987,0.9981737458705351,1
35x,Otu0128,Akkermansia,3.5625000000000036,0.46843893230494943,1
35x,Otu0129,Ruminococcaceae_unclassified,4.077746741154565,0.39558621500466706,1
35x,Otu0136,Blautia,0.880327056491578,0.9273661015538459,1
35x,Otu0139,Faecalibacterium,2.6039624183006542,0.6261213594592923,1
35x,Otu0142,Streptococcus,2.235294117647051,0.6925731155837552,1
35x,Otu0143,Ruminococcaceae_unclassified,7.477539062499989,0.11270381339637976,1
35x,Otu0144,Bacillales_unclassified,0.11736020806241908,0.9983442156556696,1
35x,Otu0148,Veillonella,5.0666666666666735,0.28052522737900903,1
35x,Otu0152,Ruminococcaceae_unclassified,0.7555555555555584,0.9443051787538049,1
35x,Otu0155,Bacteroides,4.156936416184961,0.3851832554134001,1
35x,Otu0156,Clostridium_IV,0.8071182548794541,0.9374912233483049,1
35x,Otu0167,Bacilli_unclassified,3.9999999999999845,0.40600584970984016,1
35x,Otu0170,Enterorhabdus,0.11132812500000423,0.9985070650775182,1
35x,Otu0174,Blautia,1.6398809523809583,0.8016071083197827,1
35x,Otu0175,Bacteroides,4.565533980582529,0.3348474148695078,1
35x,Otu0177,Ruminococcaceae_unclassified,3.9999999999999845,0.40600584970984016,1
35x,Otu0179,Coprococcus,1.220588235294115,0.8746974065093515,1
35x,Otu0184,Enterobacteriaceae_unclassified,6.517180094786723,0.16371111199237226,1
35x,Otu0185,Streptococcus,3.9999999999999845,0.40600584970984016,1
35x,Otu0186,Bacillales_unclassified,3.1666666666666554,0.5303316154147675,1
35x,Otu0188,Bacillales_unclassified,3.528681855166803,0.47353062829464065,1
35x,Otu0210,Bacillales_unclassified,1.220588235294115,0.8746974065093515,1
35x,Otu0213,Lachnospiraceae_unclassified,2.765445026178003,0.59781211335564155,1
35x,Otu0214,Bacilli_unclassified,1.220588235294115,0.8746974065093515,1
35x,Otu0221,Listeria,3.3777777777777658,0.4967040847814195,1
35x,Otu0224,Lachnospiraceae_unclassified,0.7852303523035272,0.9404171035319275,1
35x,Otu0230,Clostridium_XlVb,0.11132812500000423,0.9985070650775182,1
35x,Otu0234,Lachnospiraceae_unclassified,3.9999999999999845,0.40600584970984016,1
35x,Otu0235,Erysipelotrichaceae_unclassified,1.1779563719862238,0.8817144513764237,1
35x,Otu0236,Bacteroides,3.1666666666666554,0.5303316154147675,1
35x,Otu0241,Ruminococcaceae_unclassified,1.5263878029710698,0.8219571450247579,1
35x,Otu0248,Bacillales_unclassified,3.1666666666666554,0.5303316154147675,1
35x,Otu0254,Clostridiales_unclassified,0.762500000000004,0.9434035796587525,1
35x,Otu0257,Ruminococcaceae_unclassified,0.11132812500000423,0.9985070650775182,1
35x,Otu0259,Blautia,1.5157777777777792,0.8238430053129395,1
35x,Otu0261,Lachnospiraceae_unclassified,3.9999999999999845,0.40600584970984016,1
35x,Otu0262,Streptococcus,2.5576923076923146,0.6343357365107973,1
35x,Otu0270,Alistipes,3.9999999999999845,0.40600584970984016,1
35x,Otu0274,Firmicutes_unclassified,3.1666666666666554,0.5303316154147675,1
35x,Otu0276,Lachnospiraceae_unclassified,0.9047619047619015,0.9238766550182946,1
35x,Otu0287,Lachnospiraceae_unclassified,4.4338235294117565,0.3504665736600582,1
35x,Otu0289,Bacteroides,0.8369565217391262,0.93342598090706,1
35x,Otu0294,Bifidobacterium,1.3888888888888937,0.8461238640154394,1
35x,Otu0296,Lactobacillales_unclassified,2.235294117647051,0.6925731155837552,1
35x,Otu0309,Clostridiales_unclassified,0.6923262548262507,0.9522718680097769,1
35x,Otu0312,Bacillales_unclassified,1.0543478260869568,0.9014461234805529,1
35x,Otu0318,Ruminococcaceae_unclassified,1.003996447602133,0.9091893933237994,1
35x,Otu0319,Ruminococcaceae_unclassified,4.3774509803921635,0.35732691565991426,1
35x,Otu0339,Listeria,2.0600193610842137,0.7247205702543296,1
35x,Otu0340,Bacillales_unclassified,2.235294117647051,0.6925731155837552,1
35x,Otu0347,Ruminococcaceae_unclassified,4.15625,0.3852725185823291,1
35x,Otu0349,Ruminococcaceae_unclassified,2.5576923076923146,0.6343357365107973,1
35x,Otu0370,Clostridium_XlVb,4.6036209553158605,0.3304369101537582,1
35x,Otu0380,Ruminococcaceae_unclassified,2.8602150537634445,0.5814838846839212,1
35x,Otu0385,Bacillales_unclassified,3.1710526315789536,0.5296190922085033,1
35x,Otu0415,Clostridiales_unclassified,3.3944444444444555,0.4941086803012133,1
35x,Otu0426,Blautia,4.13425925925927,0.38814065993356484,1
35x,Otu0428,Bacilli_unclassified,5.960784313725505,0.202096128614992,1
35x,Otu0452,Lachnospiraceae_unclassified,0.12337662337661987,0.9981737458705351,1
35x,Otu0509,Lactobacillales_unclassified,3.3944444444444555,0.4941086803012133,1
35x,Otu0525,Collinsella,6.120370370370357,0.19033747455532768,1
35x,Otu0568,Porphyromonas,1.1874999999999958,0.8801523424473143,1
35x,Otu0630,Clostridiales_unclassified,2.2499999999999933,0.6898864931364944,1
35x,Otu0652,Ruminococcaceae_unclassified,2.2499999999999933,0.6898864931364944,1
35x,Otu0699,Bacillales_unclassified,3.3733681462140868,0.49739225114494073,1
35x,Otu0714,Clostridium_XlVb,0.6923262548262507,0.9522718680097769,1
35x,Otu0733,Lactobacillales_unclassified,4.4338235294117565,0.3504665736600582,1
35x,Otu0814,Eubacterium,0.8206806282722526,0.9356542317052585,1
